mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3004647731781006,0.05793903942058244,0.0008101463317871094,7.291758524983649e-05,entropy,,2,2,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.5,0.525,0.6,0.625,0.575,0.5650000000000001,0.04636809247747851,45
0.3118860721588135,0.0718061530411874,0.0008329391479492187,6.1501198937795e-05,entropy,,2,5,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.575,0.525,0.6,0.575,0.575,0.5700000000000001,0.024494897427831765,32
0.281076717376709,0.061850856089446724,0.0007555961608886718,5.39105267011694e-05,entropy,,2,10,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
0.2623867988586426,0.032659774352917476,0.000815582275390625,8.309486414094329e-05,entropy,,4,2,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.5,0.525,0.6,0.575,0.55,0.55,0.03535533905932736,64
0.26302199363708495,0.046469309863243685,0.0007677078247070312,4.6482452074942354e-05,entropy,,4,5,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.5,0.525,0.6,0.575,0.55,0.55,0.03535533905932736,64
0.24133810997009278,0.010724088767816732,0.0007366180419921875,1.707090345788918e-05,entropy,,4,10,"{'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.5,0.625,0.6,0.575,0.575,0.575,0.04183300132670378,10
0.3214888095855713,0.06326928260444074,0.000798797607421875,7.203691805127648e-05,entropy,5,1,2,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.475,0.5,0.55,0.45,0.55,0.505,0.04000000000000002,98
0.24185309410095215,0.006432417764609427,0.0007456302642822266,2.9929500065933003e-05,entropy,5,1,5,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.45,0.5,0.55,0.525,0.55,0.515,0.03741657386773943,96
0.2633827209472656,0.03771131979787975,0.0007904052734375,5.62167349164605e-05,entropy,5,1,10,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.475,0.625,0.55,0.525,0.55,0.5450000000000002,0.048476798574163295,82
0.25968708992004397,0.03751679488702334,0.0008016586303710938,5.677899292044494e-05,entropy,5,2,2,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.45,0.525,0.55,0.525,0.55,0.5200000000000001,0.036742346141747685,92
